Date,Open,High,Low,Close,Volume,Market_Cap
Nov 09  2018,0.198474,0.198474,0.178384,0.178858,191,9 514 142
Nov 08  2018,0.199206,0.199582,0.197005,0.198474,-,10 557 593
Nov 07  2018,0.190312,0.216134,0.189497,0.199342,348,10 603 765
Nov 06  2018,0.228730,0.228889,0.188710,0.190319,3 433,10 098 689
Nov 05  2018,0.228522,0.229988,0.226994,0.227806,88,12 117 874
Nov 04  2018,0.239107,0.239107,0.226138,0.228522,207,12 155 961
Nov 03  2018,0.239107,0.239107,0.239107,0.239107,-,12 719 017
Nov 02  2018,0.228351,0.239455,0.227718,0.239107,215,12 719 017
Nov 01  2018,0.226341,0.234044,0.226341,0.228351,24,12 146 865
Oct 31  2018,0.233676,0.233988,0.226341,0.226341,83,12 039 945
Oct 30  2018,0.224239,0.233990,0.213776,0.232948,331,12 391 397
Oct 29  2018,0.213051,0.224246,0.204476,0.224209,157,11 926 536
Oct 28  2018,0.249109,0.249464,0.214127,0.214127,464,11 390 236
Oct 27  2018,0.244820,0.249389,0.231530,0.247777,639,13 180 208
Oct 26  2018,0.249626,0.251075,0.244116,0.245769,74,13 073 395
Oct 25  2018,0.250866,0.251345,0.231863,0.250033,725,13 300 213
Oct 24  2018,0.232527,0.251523,0.232527,0.250751,627,13 338 406
Oct 23  2018,0.232855,0.258358,0.231718,0.233586,1 566,12 425 334
Oct 22  2018,0.239955,0.289005,0.232259,0.232876,2 313,12 387 567
Oct 21  2018,0.258886,0.314562,0.238448,0.240076,548,12 770 562
Oct 20  2018,0.257300,0.310530,0.256762,0.258827,215,13 768 000
Oct 19  2018,0.284319,0.315761,0.256962,0.257281,1 042,13 685 762
Oct 18  2018,0.239430,0.288550,0.238487,0.284363,627,15 126 357
Oct 17  2018,0.271469,0.271469,0.237261,0.238494,241,12 686 410
Oct 16  2018,0.197156,0.584600,0.162718,0.270536,70 751,14 390 846
Oct 15  2018,0.178627,0.225827,0.139773,0.197336,1 127,10 497 058
Oct 14  2018,0.190056,0.200245,0.177732,0.178428,530,9 491 269
Oct 13  2018,0.199618,0.200797,0.189845,0.190009,392,10 107 307
Oct 12  2018,0.174062,0.201278,0.168647,0.199612,927,10 618 127
Oct 11  2018,0.184316,0.184496,0.173262,0.174286,49,9 270 940
Oct 10  2018,0.186608,0.206275,0.182834,0.184940,221,9 837 667
Oct 09  2018,0.187725,0.207587,0.185531,0.187246,289,9 960 332
Oct 08  2018,0.206035,0.207284,0.186649,0.187073,288,9 951 130
Oct 07  2018,0.226847,0.227190,0.204231,0.205090,31,10 909 523
Oct 06  2018,0.228442,0.228496,0.193173,0.226009,6 174,12 022 285
Oct 05  2018,0.200410,0.228689,0.199349,0.227930,128,12 124 470
Oct 04  2018,0.211274,0.214686,0.199872,0.199889,96,10 632 862
Oct 03  2018,0.217170,0.217754,0.196200,0.211025,71,11 225 228
Oct 02  2018,0.218797,0.226406,0.216861,0.217062,622,11 546 359
Oct 01  2018,0.212377,0.226316,0.211397,0.219418,58,11 671 684
Sep 30  2018,0.217725,0.219371,0.211423,0.213014,46,11 331 031
Sep 29  2018,0.218775,0.218775,0.214218,0.217805,33,11 585 882
Sep 28  2018,0.221226,0.228817,0.218565,0.218916,95,11 644 981
Sep 27  2018,0.190972,0.225000,0.190972,0.221177,123,11 765 252
Sep 26  2018,0.205076,0.208929,0.190072,0.190739,393,10 146 138
Sep 25  2018,0.210225,0.214702,0.203781,0.205408,214,10 926 439
